date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2010-09-22,21:30:00,Wednesday,Sell,1291.0,1292.5,1.5,1.5,1.0,1,Stop Loss,21
2018-03-13,21:30:00,Tuesday,Sell,1325.97,1327.96,1.99,2.07,1.04,2,Stop Loss,21
2019-09-27,21:30:00,Friday,Sell,1496.46,1500.04,3.58,3.74,1.04,1,Stop Loss,21
2019-10-28,21:30:00,Monday,Sell,1492.1,1494.0,1.9,2.04,1.07,3,Stop Loss,21
2024-03-25,21:30:00,Monday,Sell,2171.32,2174.84,3.52,3.8,1.08,3,Stop Loss,21
2023-05-25,21:30:00,Thursday,Sell,1940.81,1944.64,3.83,4.17,1.09,1,Stop Loss,21
2023-09-21,21:30:00,Thursday,Sell,1919.83,1921.35,1.52,1.66,1.09,1,Stop Loss,21
2018-10-23,21:30:00,Tuesday,Sell,1229.78,1233.66,3.88,4.28,1.1,6,Stop Loss,21
2021-10-15,21:30:00,Friday,Sell,1766.9,1768.97,2.07,2.28,1.1,1,Stop Loss,21
2014-09-30,21:30:00,Tuesday,Sell,1207.7,1210.62,2.92,3.2,1.1,4,Stop Loss,21
2024-06-18,21:30:00,Tuesday,Sell,2329.14,2331.61,2.47,2.77,1.12,2,Stop Loss,21
2018-10-17,21:30:00,Wednesday,Sell,1221.89,1224.81,2.92,3.33,1.14,4,Stop Loss,21
2015-09-22,21:30:00,Tuesday,Sell,1124.2,1126.33,2.13,2.42,1.14,3,Stop Loss,21
2016-10-17,21:30:00,Monday,Sell,1255.2,1256.53,1.33,1.53,1.15,1,Stop Loss,21
2024-11-01,21:30:00,Friday,Sell,2734.27,2738.13,3.86,4.48,1.16,1,Stop Loss,21
2024-04-24,21:30:00,Wednesday,Sell,2315.55,2324.81,9.26,10.83,1.17,3,Stop Loss,21
2023-03-15,21:30:00,Wednesday,Sell,1917.71,1926.43,8.72,10.29,1.18,4,Stop Loss,21
2013-10-07,21:30:00,Monday,Sell,1322.62,1324.32,1.7,2.03,1.19,1,Stop Loss,21
2015-09-30,21:30:00,Wednesday,Sell,1114.3,1117.1,2.8,3.34,1.19,4,Stop Loss,21
2018-11-01,21:30:00,Thursday,Sell,1233.01,1234.86,1.85,2.22,1.2,3,Stop Loss,21
2012-10-10,21:30:00,Wednesday,Sell,1761.95,1764.8,2.85,3.45,1.21,2,Stop Loss,21
2009-09-30,21:30:00,Wednesday,Sell,1007.22,1009.1,1.88,2.32,1.23,1,Stop Loss,21
2023-06-22,21:30:00,Thursday,Sell,1913.75,1916.73,2.98,3.71,1.24,2,Stop Loss,21
2025-03-11,21:30:00,Tuesday,Sell,2915.86,2921.41,5.55,7.04,1.27,3,Stop Loss,21
2021-10-19,21:30:00,Tuesday,Sell,1769.13,1771.0,1.87,2.41,1.29,1,Stop Loss,21
2025-06-06,21:30:00,Friday,Sell,3310.84,3324.12,13.28,17.14,1.29,3,Stop Loss,21
2025-04-08,21:30:00,Tuesday,Sell,2982.78,2992.64,9.86,12.96,1.31,1,Stop Loss,21
2025-09-05,21:30:00,Friday,Sell,3589.67,3597.38,7.71,10.07,1.31,3,Stop Loss,21
2023-10-30,21:30:00,Monday,Sell,1995.93,1999.99,4.06,5.49,1.35,4,Stop Loss,21
2011-10-14,21:30:00,Friday,Sell,1680.4,1683.5,3.1,4.2,1.35,1,Stop Loss,21
2017-10-18,21:30:00,Wednesday,Sell,1279.68,1282.18,2.5,3.39,1.36,3,Stop Loss,21
2013-10-25,21:30:00,Friday,Sell,1351.05,1353.68,2.63,3.59,1.37,1,Stop Loss,21
2023-07-04,21:30:00,Tuesday,Sell,1924.99,1926.13,1.14,1.59,1.39,1,Stop Loss,21
2019-09-23,21:30:00,Monday,Sell,1521.71,1526.2,4.49,6.23,1.39,5,Stop Loss,21
2023-07-21,21:30:00,Friday,Sell,1961.64,1964.39,2.75,3.87,1.41,3,Stop Loss,21
2021-10-08,21:30:00,Friday,Sell,1756.24,1760.27,4.03,5.69,1.41,1,Stop Loss,21
2025-08-12,21:30:00,Tuesday,Sell,3347.46,3350.96,3.5,4.96,1.42,1,Stop Loss,21
2021-09-30,21:30:00,Thursday,Sell,1754.89,1758.56,3.67,5.25,1.43,4,Stop Loss,21
2009-10-23,21:30:00,Friday,Sell,1054.65,1056.65,2.0,2.9,1.45,1,Stop Loss,21
2023-07-14,21:30:00,Friday,Sell,1954.85,1961.14,6.29,9.21,1.46,8,Stop Loss,21
2021-11-01,21:30:00,Monday,Sell,1792.52,1794.86,2.34,3.41,1.46,3,Stop Loss,21
2016-10-26,21:30:00,Wednesday,Sell,1266.42,1267.39,0.97,1.42,1.46,2,Stop Loss,21
2020-10-30,21:30:00,Friday,Sell,1878.26,1881.63,3.37,4.96,1.47,1,Stop Loss,21
2013-10-23,21:30:00,Wednesday,Sell,1332.72,1334.43,1.71,2.51,1.47,1,Stop Loss,21
2025-08-28,21:30:00,Thursday,Sell,3415.68,3423.29,7.61,11.44,1.5,4,Stop Loss,21
2015-10-14,21:30:00,Wednesday,Sell,1183.65,1189.87,6.22,9.42,1.51,4,Stop Loss,21
2024-07-12,21:30:00,Friday,Sell,2411.43,2418.12,6.69,10.19,1.52,4,Stop Loss,21
2023-06-14,21:30:00,Wednesday,Sell,1942.15,1953.76,11.61,17.69,1.52,5,Stop Loss,21
2013-10-03,21:30:00,Thursday,Sell,1316.23,1321.57,5.34,8.3,1.55,4,Stop Loss,21
2017-10-05,21:30:00,Thursday,Sell,1266.96,1271.12,4.16,6.44,1.55,5,Stop Loss,21
2020-03-12,21:30:00,Thursday,Sell,1578.09,1595.44,17.35,26.9,1.55,4,Stop Loss,21
2023-09-29,21:30:00,Friday,Sell,1848.24,1851.05,2.81,4.37,1.56,1,Stop Loss,21
2024-04-04,21:30:00,Thursday,Sell,2290.84,2305.72,14.88,23.2,1.56,5,Stop Loss,21
2009-10-21,21:30:00,Wednesday,Sell,1058.65,1063.4,4.75,7.46,1.57,8,Stop Loss,21
2024-08-29,21:30:00,Thursday,Sell,2520.91,2526.48,5.57,8.84,1.59,3,Stop Loss,21
2019-10-23,21:30:00,Wednesday,Sell,1491.57,1493.88,2.31,3.69,1.6,4,Stop Loss,21
2023-09-08,21:30:00,Friday,Sell,1919.05,1920.8,1.75,2.82,1.61,1,Stop Loss,21
2024-10-28,21:30:00,Monday,Sell,2742.11,2743.62,1.51,2.49,1.65,1,Stop Loss,21
2023-09-11,21:30:00,Monday,Sell,1922.11,1923.23,1.12,1.85,1.65,1,Stop Loss,21
2018-10-16,21:30:00,Tuesday,Sell,1224.41,1226.77,2.36,3.9,1.65,3,Stop Loss,21
2023-09-22,21:30:00,Friday,Sell,1924.84,1926.05,1.21,2.03,1.68,1,Stop Loss,21
2025-08-25,21:30:00,Monday,Sell,3365.3,3373.43,8.13,13.9,1.71,1,Stop Loss,21
2023-05-31,21:30:00,Wednesday,Sell,1962.43,1967.7,5.27,9.17,1.74,4,Stop Loss,21
2014-10-06,21:30:00,Monday,Sell,1206.78,1209.06,2.28,3.96,1.74,3,Stop Loss,21
2023-03-29,21:30:00,Wednesday,Sell,1964.16,1969.22,5.06,8.88,1.75,3,Stop Loss,21
2019-10-21,21:30:00,Monday,Sell,1484.04,1485.91,1.87,3.31,1.77,3,Stop Loss,21
2020-03-18,21:30:00,Wednesday,Sell,1485.65,1503.3,17.65,31.19,1.77,9,Stop Loss,21
2010-10-07,21:30:00,Thursday,Sell,1333.22,1337.97,4.75,8.45,1.78,4,Stop Loss,21
2013-09-25,21:30:00,Wednesday,Sell,1333.9,1336.88,2.98,5.31,1.78,3,Stop Loss,21
2010-10-04,21:30:00,Monday,Sell,1314.92,1316.4,1.48,2.67,1.8,2,Stop Loss,21
2022-10-11,21:30:00,Tuesday,Sell,1666.09,1679.17,13.08,23.86,1.82,10,Stop Loss,21
2020-10-12,21:30:00,Monday,Sell,1921.61,1924.4,2.79,5.13,1.84,1,Stop Loss,21
2014-10-24,21:30:00,Friday,Sell,1230.17,1231.73,1.56,2.89,1.85,1,Stop Loss,21
2024-08-06,21:30:00,Tuesday,Sell,2390.23,2396.19,5.96,11.29,1.89,3,Stop Loss,21
2025-05-22,21:30:00,Thursday,Sell,3294.81,3298.98,4.17,7.91,1.9,1,Stop Loss,21
2020-03-19,21:30:00,Thursday,Sell,1471.69,1480.67,8.98,17.23,1.92,1,Stop Loss,21
2023-05-18,21:30:00,Thursday,Sell,1957.3,1959.05,1.75,3.36,1.92,1,Stop Loss,21
2024-06-28,21:30:00,Friday,Sell,2325.11,2328.58,3.47,6.71,1.93,3,Stop Loss,21
2023-07-05,21:30:00,Wednesday,Sell,1915.0,1921.44,6.44,12.49,1.94,4,Stop Loss,21
2016-03-14,21:30:00,Monday,Sell,1234.7,1239.38,4.68,9.18,1.96,12,Stop Loss,21
2025-09-22,21:30:00,Monday,Sell,3745.33,3748.96,3.63,7.12,1.96,1,Stop Loss,21
2020-09-25,21:30:00,Friday,Sell,1860.69,1866.9,6.21,12.2,1.96,4,Stop Loss,21
2024-04-16,21:30:00,Tuesday,Sell,2382.19,2396.5,14.31,28.21,1.97,13,Stop Loss,21
2020-10-05,21:30:00,Monday,Sell,1912.56,1915.63,3.07,6.06,1.97,4,Stop Loss,21
2025-06-09,21:30:00,Monday,Sell,3325.25,3337.12,11.87,23.42,1.97,4,Stop Loss,21
2025-06-26,21:30:00,Thursday,Sell,3327.85,3334.95,7.1,81.01,11.41,15,Stop Loss,21
2015-09-25,21:30:00,Friday,Sell,1145.24,1148.73,3.49,40.75,11.68,41,Stop Loss,21
2012-11-01,21:30:00,Thursday,Sell,1713.73,1717.22,3.49,41.23,11.81,17,Stop Loss,21
2013-10-08,21:30:00,Tuesday,Sell,1318.64,1324.26,5.62,67.1,11.94,41,Stop Loss,21
2024-05-20,21:30:00,Monday,Sell,2426.03,2437.5,11.47,139.39,12.15,239,Stop Loss,21
2025-07-23,21:30:00,Wednesday,Sell,3386.45,3396.15,9.7,118.56,12.22,63,Stop Loss,21
2023-04-05,21:30:00,Wednesday,Sell,2020.28,2023.42,3.14,38.71,12.33,22,Stop Loss,21
2024-04-19,21:30:00,Friday,Sell,2389.64,2398.35,8.71,112.56,12.92,118,Stop Loss,21
2023-04-20,21:30:00,Thursday,Sell,2004.45,2006.96,2.51,32.96,13.13,22,Stop Loss,21
2021-11-02,21:30:00,Tuesday,Sell,1786.42,1788.45,2.03,27.76,13.67,10,Stop Loss,21
2022-10-07,21:30:00,Friday,Sell,1694.91,1700.61,5.7,78.4,13.75,131,Stop Loss,21
2025-05-23,21:30:00,Friday,Sell,3357.92,3366.04,8.12,112.68,13.88,34,Stop Loss,21
2025-05-09,21:30:00,Friday,Sell,3328.74,3343.05,14.31,207.88,14.53,50,Stop Loss,21
2013-10-30,21:30:00,Wednesday,Sell,1343.92,1354.86,10.94,165.06,15.09,548,Stop Loss,21
2025-07-24,21:30:00,Thursday,Sell,3367.79,3373.56,5.77,99.9,17.31,40,Stop Loss,21
2009-03-16,21:30:00,Monday,Sell,922.95,925.1,2.15,39.05,18.16,12,Stop Loss,21
2025-06-17,21:30:00,Tuesday,Sell,3387.98,3392.63,4.65,9.32,2.0,1,Stop Loss,21
2009-10-26,21:30:00,Monday,Sell,1038.4,1044.15,5.75,11.81,2.05,17,Stop Loss,21
2023-06-01,21:30:00,Thursday,Sell,1977.25,1978.86,1.61,3.32,2.06,2,Stop Loss,21
2025-09-12,21:30:00,Friday,Sell,3642.1,3649.65,7.55,15.67,2.08,4,Stop Loss,21
2023-10-03,21:30:00,Tuesday,Sell,1822.66,1825.59,2.93,6.12,2.09,4,Stop Loss,21
2018-09-26,21:30:00,Wednesday,Sell,1194.03,1200.32,6.29,13.39,2.13,22,Stop Loss,21
2025-07-18,21:30:00,Friday,Sell,3350.77,3353.48,2.71,5.83,2.15,1,Stop Loss,21
2024-05-29,21:30:00,Wednesday,Sell,2337.48,2344.42,6.94,14.99,2.16,4,Stop Loss,21
2013-10-09,21:30:00,Wednesday,Sell,1305.13,1310.19,5.06,11.16,2.21,4,Stop Loss,21
2022-03-15,21:30:00,Tuesday,Sell,1917.53,1927.78,10.25,22.64,2.21,6,Stop Loss,21
2012-03-13,21:30:00,Tuesday,Sell,1673.55,1694.15,20.6,45.64,2.22,57,Stop Loss,21
2019-10-17,21:30:00,Thursday,Sell,1491.0,1495.6,4.6,10.27,2.23,22,Stop Loss,21
2013-10-14,21:30:00,Monday,Sell,1271.98,1281.05,9.07,20.44,2.25,6,Stop Loss,21
2023-08-24,21:30:00,Thursday,Sell,1916.51,1918.18,1.67,3.8,2.28,4,Stop Loss,21
2021-09-22,21:30:00,Wednesday,Sell,1767.43,1787.36,19.93,45.91,2.3,89,Stop Loss,21
2013-10-29,21:30:00,Tuesday,Sell,1344.44,1346.9,2.46,5.67,2.3,3,Stop Loss,21
2025-09-03,21:30:00,Wednesday,Sell,3558.25,3578.66,20.41,47.14,2.31,10,Stop Loss,21
2016-10-20,21:30:00,Thursday,Sell,1265.3,1267.14,1.84,4.26,2.32,4,Stop Loss,21
2016-11-02,21:30:00,Wednesday,Sell,1296.08,1308.09,12.01,28.18,2.35,25,Stop Loss,21
2025-06-03,21:30:00,Tuesday,Sell,3352.84,3355.57,2.73,6.44,2.36,1,Stop Loss,21
2023-06-02,21:30:00,Friday,Sell,1947.98,1952.17,4.19,10.0,2.39,5,Stop Loss,21
2025-05-28,21:30:00,Wednesday,Sell,3286.23,3303.1,16.87,40.99,2.43,4,Stop Loss,21
2025-09-23,21:30:00,Tuesday,Sell,3762.85,3781.48,18.63,45.46,2.44,17,Stop Loss,21
2023-06-28,21:30:00,Wednesday,Sell,1907.37,1913.27,5.9,14.49,2.46,10,Stop Loss,21
2025-07-08,21:30:00,Tuesday,Sell,3300.96,3308.32,7.36,18.19,2.47,5,Stop Loss,21
2025-08-18,21:30:00,Monday,Sell,3332.07,3334.43,2.36,5.93,2.51,1,Stop Loss,21
2014-10-17,21:30:00,Friday,Sell,1238.04,1239.42,1.38,3.54,2.57,1,Stop Loss,21
2020-10-19,21:30:00,Monday,Sell,1903.62,1907.23,3.61,9.27,2.57,3,Stop Loss,21
2009-10-12,21:30:00,Monday,Sell,1056.7,1058.85,2.15,5.6,2.6,3,Stop Loss,21
2020-10-02,21:30:00,Friday,Sell,1899.88,1904.73,4.85,12.93,2.67,4,Stop Loss,21
2011-10-24,21:30:00,Monday,Sell,1653.21,1656.94,3.73,9.98,2.68,2,Stop Loss,21
2023-10-31,21:30:00,Tuesday,Sell,1983.66,1986.85,3.19,8.58,2.69,4,Stop Loss,21
2023-06-09,21:30:00,Friday,Sell,1960.55,1962.9,2.35,6.38,2.71,3,Stop Loss,21
2020-10-14,21:30:00,Wednesday,Sell,1900.6,1904.7,4.1,11.23,2.74,5,Stop Loss,21
2025-09-10,21:30:00,Wednesday,Sell,3639.77,3649.8,10.03,27.5,2.74,8,Stop Loss,21
2012-10-09,21:30:00,Tuesday,Sell,1763.85,1766.4,2.55,7.05,2.76,4,Stop Loss,21
2023-08-14,21:30:00,Monday,Sell,1906.87,1910.7,3.83,10.62,2.77,5,Stop Loss,21
2019-03-19,21:30:00,Tuesday,Sell,1306.11,1307.76,1.65,4.58,2.78,4,Stop Loss,21
2023-05-24,21:30:00,Wednesday,Sell,1956.55,1965.37,8.82,24.6,2.79,28,Stop Loss,21
2010-09-29,21:30:00,Wednesday,Sell,1309.5,1310.7,1.2,3.35,2.79,3,Stop Loss,21
2014-10-15,21:30:00,Wednesday,Sell,1241.55,1242.75,1.2,3.37,2.81,1,Stop Loss,21
2020-10-27,21:30:00,Tuesday,Sell,1907.15,1909.96,2.81,7.95,2.83,3,Stop Loss,21
2022-10-13,21:30:00,Thursday,Sell,1666.0,1671.61,5.61,15.98,2.85,3,Stop Loss,21
2024-09-16,21:30:00,Monday,Sell,2582.26,2583.58,1.32,3.8,2.88,1,Stop Loss,21
2022-10-20,21:30:00,Thursday,Sell,1627.65,1631.3,3.65,10.55,2.89,4,Stop Loss,21
2023-03-14,21:30:00,Tuesday,Sell,1903.67,1909.89,6.22,18.03,2.9,4,Stop Loss,21
2010-09-27,21:30:00,Monday,Sell,1293.95,1297.7,3.75,10.95,2.92,5,Stop Loss,21
2015-09-28,21:30:00,Monday,Sell,1131.46,1133.98,2.52,7.35,2.92,4,Stop Loss,21
2020-10-01,21:30:00,Thursday,Sell,1905.25,1910.59,5.34,15.64,2.93,3,Stop Loss,21
2023-10-02,21:30:00,Monday,Sell,1827.61,1833.5,5.89,17.27,2.93,23,Stop Loss,21
2018-09-28,21:30:00,Friday,Sell,1190.95,1193.15,2.2,6.47,2.94,9,Stop Loss,21
2024-06-12,21:30:00,Wednesday,Sell,2324.69,2334.62,9.93,29.3,2.95,10,Stop Loss,21
2023-11-03,21:30:00,Friday,Sell,1992.17,1995.23,3.06,62.52,20.43,70,Stop Loss,21
2012-10-18,21:30:00,Thursday,Sell,1740.76,1743.92,3.16,68.26,21.6,155,Stop Loss,21
2012-03-19,21:30:00,Monday,Sell,1664.05,1665.65,1.6,36.14,22.59,23,Stop Loss,21
2015-10-16,21:30:00,Friday,Sell,1177.29,1182.97,5.68,131.06,23.07,468,Stop Loss,21
2023-06-16,21:30:00,Friday,Sell,1957.21,1959.85,2.64,64.33,24.37,110,Stop Loss,21
2014-03-21,21:30:00,Friday,Sell,1333.84,1337.62,3.78,93.61,24.76,464,Stop Loss,21
2014-10-22,21:30:00,Wednesday,Sell,1240.8,1245.23,4.43,110.7,24.99,346,Stop Loss,21
2023-07-31,21:30:00,Monday,Sell,1965.07,1971.12,6.05,154.73,25.58,347,Stop Loss,21
2015-10-15,21:30:00,Thursday,Sell,1182.47,1187.15,4.68,136.24,29.11,474,Stop Loss,21
2013-03-21,21:30:00,Thursday,Sell,1614.44,1616.35,1.91,568.21,297.49,10655,Stop Loss,21
2024-05-10,21:30:00,Friday,Sell,2361.31,2371.07,9.76,29.28,3.0,15,Stop Loss,21
2016-10-21,21:30:00,Friday,Sell,1266.43,1267.81,1.38,4.22,3.06,4,Stop Loss,21
2025-08-22,21:30:00,Friday,Sell,3371.38,3375.18,3.8,11.66,3.07,5,Stop Loss,21
